,count,mean,std,min,lq,med,uq,max,outliers
HV,27.0,0.8905965819009204,0.006242998333191981,0.8804257554729619,0.8860730980935425,0.8906586646038511,0.8935788838522443,0.9045811619816494,"0.8712253147521398, 0.8689746508489938, 0.8693377313863866"
