,f_1,f_2,HV
0,31.816141009509277,0.0,0.5732112604561186
1,31.776814496998696,0.00273647264240022,0.5732112604561186
2,31.745926071082323,0.00556630599444868,0.5751057069085046
3,31.720763217063062,0.006884214900452981,0.5764499195976385
4,31.663162606489408,0.00895933361188198,0.5778931531985612
5,31.572438581653916,0.012165462820012171,0.5808192251777328
6,31.476400709585597,0.01678019366717948,0.5843943634940094
7,31.470928443243462,0.017162535493291903,0.5881117866364368
8,31.47946017863405,0.01923106185546323,0.5890179521926571
9,31.4800330039811,0.019705346576634065,0.5896862559046184
10,31.46960642752532,0.02309731123032972,0.589902243642922
11,31.44130035685555,0.02733736042562508,0.5907688313272355
12,31.41113657459931,0.02695360302379724,0.5916868262995092
13,31.37357185585511,0.027888652192877693,0.5919479075206925
14,31.365124693166116,0.02929937592838518,0.5932681295442132
15,31.377014171084387,0.03062458112674248,0.594281244142466
16,31.309649538975634,0.03193946372715295,0.5944355646595523
17,31.28558839910064,0.03485043741372327,0.5960503472144372
18,31.237620825512078,0.038884242000685645,0.5969980906120713
19,31.231663813197468,0.03888499500248973,0.5990318533260031
20,31.233477175684317,0.04067720720756128,0.5992255454401144
21,31.171486416799024,0.041774206051222576,0.6003070894883218
22,31.148093607541416,0.04336480652717728,0.6016824138107312
23,31.18519255760226,0.04749361866993019,0.6026309284970542
24,31.16615606757565,0.049208252552244966,0.6027287117595517
25,31.16371954867056,0.050333980632187116,0.6028434454362579
26,31.166976216506118,0.05154908133257714,0.6029045745490875
27,31.143522762433218,0.05202374361364313,0.6036501057831406
28,31.118427566575217,0.05398494694275187,0.6041760170472738
29,31.117559149322393,0.05673027598020177,0.6045245767553321
30,31.14333381464139,0.0554202587672726,0.6045968088378922
31,31.083692114111265,0.0586925001721816,0.604704914812958
32,31.09348398275542,0.05663436936479478,0.6055810628896241
33,31.094840240103956,0.06085792891917478,0.605833480565767
34,31.11590998164154,0.06050656336916602,0.6061736457829789
35,31.074479259060627,0.06151325297691068,0.6062659941507619
36,31.05401493430145,0.061774212519350134,0.6064063059128246
37,31.08966047154438,0.061970122984422484,0.6074054296930002
38,31.022625260422036,0.06289338648955256,0.6074054296930002
39,31.045232987479114,0.06502282141741653,0.608050074572854
40,31.01733245322717,0.06454322890966961,0.6083059271742045
41,31.027056251160296,0.06529628228950482,0.6090797808463907
42,31.018053383939435,0.06613622062985566,0.6093334720457178
43,31.024407062851957,0.06415932272299457,0.6095801678360061
44,31.044289073619506,0.06593794394239637,0.6100963662437433
45,30.966293446647008,0.06609574225817519,0.6109431874132859
46,30.909158192206927,0.06862174547777602,0.6121497968192412
47,30.908970275789518,0.07038096671822036,0.6137231539967551
